S,W,freq
0.1,0.5,58.32
0.1,0.5,58.33
0.1,0.5,58.34
0.1,0.5,58.35
0.1,0.5,58.36
0.1,0.5,58.37
0.1,0.5,58.38
0.1,0.5,58.39
0.1,0.5,58.4
0.1,0.5,58.41
0.1,0.5,58.42
0.1,0.5,58.43
0.1,0.5,58.44
0.1,0.5,58.45
0.1,0.5,58.46
0.1,0.5,58.47
0.1,0.5,58.48
0.1,0.5,58.49
0.1,0.5,58.5
0.1,0.5,58.51
0.1,0.5,58.52
0.1,0.5,58.53
0.1,0.5,58.54
0.1,0.5,58.55
0.1,0.5,58.56
0.1,0.5,58.57
0.1,0.5,58.58
0.1,0.5,58.59
0.1,0.5,58.6
0.1,0.5,58.61
0.1,0.5,58.62
0.1,0.5,58.63
0.1,0.5,58.64
0.1,0.5,58.65
0.1,0.5,58.66
0.1,0.5,58.67
0.1,0.5,58.68
0.1,0.5,58.69
0.1,0.5,58.7
0.1,0.5,58.71
0.1,0.5,58.72
0.1,0.5,58.73
0.1,0.5,58.74
0.1,0.5,58.75
0.1,0.5,58.76
0.1,0.5,58.77
0.1,0.5,58.78
0.1,0.5,58.79
0.1,0.5,58.8
0.1,0.5,58.81
0.1,0.5,58.82
0.1,0.5,58.83
0.1,0.5,58.84
0.1,0.5,58.85
0.1,0.5,58.86
0.1,0.5,58.87
0.1,0.5,58.88
0.1,0.5,58.89
0.1,0.5,58.9
0.1,0.5,58.91
0.1,0.5,58.92
0.1,0.5,58.93
0.1,0.5,58.94
0.1,0.5,58.95
0.1,0.5,58.96
0.1,0.5,58.97
0.1,0.5,58.98
0.1,0.5,58.99
0.1,0.5,59
0.1,0.5,59.01
0.1,0.5,59.02
0.1,0.5,59.03
0.1,0.5,59.04
0.1,0.5,59.05
0.1,0.5,59.06
0.1,0.5,59.07
0.1,0.5,59.08
0.1,0.5,59.09
0.1,0.5,59.1
0.1,0.5,59.11
0.1,0.5,59.12
0.1,0.5,59.13
0.1,0.5,59.14
0.1,0.5,59.15
0.1,0.5,59.16
0.1,0.5,59.17
0.1,0.5,59.18
0.1,0.5,59.19
0.1,0.5,59.2
0.1,0.5,59.21
0.1,0.5,59.22
0.1,0.5,59.23
0.1,0.5,59.24
0.1,0.5,59.25
0.1,0.5,59.26
0.1,0.5,59.27
0.1,0.5,59.28
0.1,0.5,59.29
0.1,0.5,59.3
0.1,0.5,59.31
0.1,0.5,59.32
0.1,0.5,59.33
0.1,0.5,59.34
0.1,0.5,59.35
0.1,0.5,59.36
0.1,0.5,59.37
0.1,0.5,59.38
0.1,0.5,59.39
0.1,0.5,59.4
0.1,0.5,59.41
0.1,0.5,59.42
0.1,0.5,59.43
0.1,0.5,59.44
0.1,0.5,59.45
0.1,0.5,59.46
0.1,0.5,59.47
0.1,0.5,59.48
0.1,0.5,59.49
0.1,0.5,59.5
0.1,0.5,59.51
0.1,0.5,59.52
0.1,0.5,59.53
0.1,0.5,59.54
0.1,0.5,59.55
0.1,0.5,59.56
0.1,0.5,59.57
0.1,0.5,59.58
0.1,0.5,59.59
0.1,0.5,59.6
0.1,0.5,59.61
0.1,0.5,59.62
0.1,0.5,59.63
0.1,0.5,59.64
0.1,0.5,59.65
0.1,0.5,59.66
0.1,0.5,59.67
0.1,0.5,59.68
0.1,0.5,59.69
0.1,0.5,59.7
0.1,0.5,59.71
0.1,0.5,59.72
0.1,0.5,59.73
0.1,0.5,59.74
0.1,0.5,59.75
0.1,0.5,59.76
0.1,0.5,59.77
0.1,0.5,59.78
0.1,0.5,59.79
0.1,0.5,59.8
0.1,0.5,59.81
0.1,0.5,59.82
0.1,0.5,59.83
0.1,0.5,59.84
0.1,0.5,59.85
0.1,0.5,59.86
0.1,0.5,59.87
0.1,0.5,59.88
0.1,0.5,59.89
0.1,0.5,59.9
0.1,0.5,59.91
0.1,0.5,59.92
0.1,0.5,59.93
0.1,0.5,59.94
0.1,0.5,59.95
0.1,0.5,59.96
0.1,0.5,59.97
0.1,0.5,59.98
0.1,0.5,59.99
0.1,0.5,60
0.1,0.5,60.01
0.1,0.5,60.02
0.1,0.5,60.03
0.1,0.5,60.04
0.1,0.5,60.05
0.1,0.5,60.06
0.1,0.5,60.07
0.1,0.5,60.08
0.1,0.5,60.09
0.1,0.5,60.1
0.1,0.5,60.11
0.1,0.5,60.12
0.1,0.5,60.13
0.1,0.5,60.14
0.1,0.5,60.15
0.1,0.5,60.16
0.1,0.5,60.17
0.1,0.5,60.18
0.1,0.5,60.19
0.1,0.5,60.2
0.1,0.5,60.21
0.1,0.5,60.22
0.1,0.5,60.23
0.1,0.5,60.24
0.1,0.5,60.25
0.1,0.5,60.26
0.1,0.5,60.27
0.1,0.5,60.28
0.1,0.5,60.29
0.1,0.5,60.3
0.1,0.5,60.31
0.1,0.5,60.32
0.1,0.5,60.33
0.1,0.5,60.34
0.1,0.5,60.35
0.1,0.5,60.36
0.1,0.5,60.37
0.1,0.5,60.38
0.1,0.5,60.39
0.1,0.5,60.4
0.1,0.5,60.41
0.1,0.5,60.42
0.1,0.5,60.43
0.1,0.5,60.44
0.1,0.5,60.45
0.1,0.5,60.46
0.1,0.5,60.47
0.1,0.5,60.48
0.1,0.5,60.49
0.1,0.5,60.5
0.1,0.5,60.51
0.1,0.5,60.52
0.1,0.5,60.53
0.1,0.5,60.54
0.1,0.5,60.55
0.1,0.5,60.56
0.1,0.5,60.57
0.1,0.5,60.58
0.1,0.5,60.59
0.1,0.5,60.6
0.1,0.5,60.61
0.1,0.5,60.62
0.1,0.5,60.63
0.1,0.5,60.64
0.1,0.5,60.65
0.1,0.5,60.66
0.1,0.5,60.67
0.1,0.5,60.68
0.1,0.5,60.69
0.1,0.5,60.7
0.1,0.5,60.71
0.1,0.5,60.72
0.1,0.5,60.73
0.1,0.5,60.74
0.1,0.5,60.75
0.1,0.5,60.76
0.1,0.5,60.77
0.1,0.5,60.78
0.1,0.5,60.79
0.1,0.5,60.8
0.1,0.5,60.81
0.1,0.5,60.82
0.1,0.5,60.83
0.1,0.5,60.84
0.1,0.5,60.85
0.1,0.5,60.86
0.1,0.5,60.87
0.1,0.5,60.88
0.1,0.5,60.89
0.1,0.5,60.9
0.1,0.5,60.91
0.1,0.5,60.92
0.1,0.5,60.93
0.1,0.5,60.94
0.1,0.5,60.95
0.1,0.5,60.96
0.1,0.5,60.97
0.1,0.5,60.98
0.1,0.5,60.99
0.1,0.5,61
0.1,0.5,61.01
0.1,0.5,61.02
0.1,0.5,61.03
0.1,0.5,61.04
0.1,0.5,61.05
0.1,0.5,61.06
0.1,0.5,61.07
0.1,0.5,61.08
0.1,0.5,61.09
0.1,0.5,61.1
0.1,0.5,61.11
0.1,0.5,61.12
0.1,0.5,61.13
0.1,0.5,61.14
0.1,0.5,61.15
0.1,0.5,61.16
0.1,0.5,61.17
0.1,0.5,61.18
0.1,0.5,61.19
0.1,0.5,61.2
0.1,0.5,61.21
0.1,0.5,61.22
0.1,0.5,61.23
0.1,0.5,61.24
0.1,0.5,61.25
0.1,0.5,61.26
0.1,0.5,61.27
0.1,0.5,61.28
0.1,0.5,61.29
0.1,0.5,61.3
0.1,0.5,61.31
0.1,0.5,61.32
0.1,0.5,61.33
0.1,0.5,61.34
0.1,0.5,61.35
0.1,0.5,61.36
0.1,0.5,61.37
0.1,0.5,61.38
0.1,0.5,61.39
0.1,0.5,61.4
0.1,0.5,61.41
0.1,0.5,61.42
0.1,0.5,61.43
0.1,0.5,61.44
0.1,0.5,61.45
0.1,0.5,61.46
0.1,0.5,61.47
0.1,0.5,61.48
0.1,0.5,61.49
0.1,0.5,61.5
0.1,0.5,61.51
0.1,0.5,61.52
0.1,0.5,61.53
0.1,0.5,61.54
0.1,0.5,61.55
0.1,0.5,61.56
0.1,0.5,61.57
0.1,0.5,61.58
0.1,0.5,61.59
0.1,0.5,61.6
0.1,0.5,61.61
0.1,0.5,61.62
0.1,0.5,61.63
0.1,0.5,61.64
0.1,0.5,61.65
0.1,0.5,61.66
0.1,0.5,61.67
0.1,0.5,61.68
0.1,0.5,61.69
0.1,0.5,61.7
0.1,0.5,61.71
0.1,0.5,61.72
0.1,0.5,61.73
0.1,0.5,61.74
0.1,0.5,61.75
0.1,0.5,61.76
0.1,0.5,61.77
0.1,0.5,61.78
0.1,0.5,61.79
0.1,0.5,61.8
0.1,0.5,61.81
0.1,0.5,61.82
0.1,0.5,61.83
0.1,0.5,61.84
0.1,0.5,61.85
0.1,0.5,61.86
0.1,0.5,61.87
0.1,0.5,61.88
0.1,0.5,61.89
0.1,0.5,61.9
0.1,0.5,61.91
0.1,0.5,61.92
0.1,0.5,61.93
0.1,0.5,61.94
0.1,0.5,61.95
0.1,0.5,61.96
0.1,0.5,61.97
0.1,0.5,61.98
0.1,0.5,61.99
0.1,0.5,62
0.1,0.5,62.01
0.1,0.5,62.02
0.1,0.5,62.03
0.1,0.5,62.04
0.1,0.5,62.05
0.1,0.5,62.06
0.1,0.5,62.07
0.1,0.5,62.08
0.1,0.5,62.09
0.1,0.5,62.1
0.1,0.5,62.11
0.1,0.5,62.12
0.1,0.5,62.13
0.1,0.5,62.14
0.1,0.5,62.15
0.1,0.5,62.16
0.1,0.5,62.17
0.1,0.5,62.18
0.1,0.5,62.19
0.1,0.5,62.2
0.1,0.5,62.21
0.1,0.5,62.22
0.1,0.5,62.23
0.1,0.5,62.24
0.1,0.5,62.25
0.1,0.5,62.26
0.1,0.5,62.27
0.1,0.5,62.28
0.1,0.5,62.29
0.1,0.5,62.3
0.1,0.5,62.31
0.1,0.5,62.32
0.1,0.5,62.33
0.1,0.5,62.34
0.1,0.5,62.35
0.1,0.5,62.36
0.1,0.5,62.37
0.1,0.5,62.38
0.1,0.5,62.39
0.1,0.5,62.4
0.1,0.5,62.41
0.1,0.5,62.42
0.1,0.5,62.43
0.1,0.5,62.44
0.1,0.5,62.45
0.1,0.5,62.46
0.1,0.5,62.47
0.1,0.5,62.48
0.1,0.5,62.49
0.1,0.5,62.5
0.1,0.5,62.51
0.1,0.5,62.52
0.1,0.5,62.53
0.1,0.5,62.54
0.1,0.5,62.55
0.1,0.5,62.56
0.1,0.5,62.57
0.1,0.5,62.58
0.1,0.5,62.59
0.1,0.5,62.6
0.1,0.5,62.61
0.1,0.5,62.62
0.1,0.5,62.63
0.1,0.5,62.64
0.1,0.5,62.65
0.1,0.5,62.66
0.1,0.5,62.67
0.1,0.5,62.68
0.1,0.5,62.69
0.1,0.5,62.7
0.1,0.5,62.71
0.1,0.5,62.72
0.1,0.5,62.73
0.1,0.5,62.74
0.1,0.5,62.75
0.1,0.5,62.76
0.1,0.5,62.77
0.1,0.5,62.78
0.1,0.5,62.79
0.1,0.5,62.8
0.1,0.5,62.81
0.1,0.5,62.82
0.1,0.5,62.83
0.1,0.5,62.84
0.1,0.5,62.85
0.1,0.5,62.86
0.1,0.5,62.87
0.1,0.5,62.88
0.1,0.5,62.89
0.1,0.5,62.9
0.1,0.5,62.91
0.1,0.5,62.92
0.1,0.5,62.93
0.1,0.5,62.94
0.1,0.5,62.95
0.1,0.5,62.96
0.1,0.5,62.97
0.1,0.5,62.98
0.1,0.5,62.99
0.1,0.5,63
0.1,0.6,57
0.1,0.6,57.01
0.1,0.6,57.02
0.1,0.6,57.03
0.1,0.6,57.04
0.1,0.6,57.05
0.1,0.6,57.06
0.1,0.6,57.07
0.1,0.6,57.08
0.1,0.6,57.09
0.1,0.6,57.1
0.1,0.6,57.11
0.1,0.6,57.12
0.1,0.6,57.13
0.1,0.6,57.14
0.1,0.6,57.15
0.1,0.6,57.16
0.1,0.6,57.17
0.1,0.6,57.18
0.1,0.6,57.19
0.1,0.6,57.2
0.1,0.6,57.21
0.1,0.6,57.22
0.1,0.6,57.23
0.1,0.6,57.24
0.1,0.6,57.25
0.1,0.6,57.26
0.1,0.6,57.27
0.1,0.6,57.28
0.1,0.6,57.29
0.1,0.6,57.3
0.1,0.6,57.31
0.1,0.6,57.32
0.1,0.6,57.33
0.1,0.6,57.34
0.1,0.6,57.35
0.1,0.6,57.36
0.1,0.6,57.37
0.1,0.6,57.38
0.1,0.6,57.39
0.1,0.6,57.4
0.1,0.6,57.41
0.1,0.6,57.42
0.1,0.6,57.43
0.1,0.6,57.44
0.1,0.6,57.45
0.1,0.6,57.46
0.1,0.6,57.47
0.1,0.6,57.48
0.1,0.6,57.49
0.1,0.6,57.5
0.1,0.6,57.51
0.1,0.6,57.52
0.1,0.6,57.53
0.1,0.6,57.54
0.1,0.6,57.55
0.1,0.6,57.56
0.1,0.6,57.57
0.1,0.6,57.58
0.1,0.6,57.59
0.1,0.6,57.6
0.1,0.6,57.61
0.1,0.6,57.62
0.1,0.6,57.63
0.1,0.6,57.64
0.1,0.6,57.65
0.1,0.6,57.66
0.1,0.6,57.67
0.1,0.6,57.68
0.1,0.6,57.69
0.1,0.6,57.7
0.1,0.6,57.71
0.1,0.6,57.72
0.1,0.6,57.73
0.1,0.6,57.74
0.1,0.6,57.75
0.1,0.6,57.76
0.1,0.6,57.77
0.1,0.6,57.78
0.1,0.6,57.79
0.1,0.6,57.8
0.1,0.6,57.81
0.1,0.6,57.82
0.1,0.6,57.83
0.1,0.6,57.84
0.1,0.6,57.85
0.1,0.6,57.86
0.1,0.6,57.87
0.1,0.6,57.88
0.1,0.6,57.89
0.1,0.6,57.9
0.1,0.6,57.91
0.1,0.6,57.92
0.1,0.6,57.93
0.1,0.6,57.94
0.1,0.6,57.95
0.1,0.6,57.96
0.1,0.6,57.97
0.1,0.6,57.98
0.1,0.6,57.99
0.1,0.6,58
0.1,0.6,58.01
0.1,0.6,58.02
0.1,0.6,58.03
0.1,0.6,58.04
0.1,0.6,58.05
0.1,0.6,58.06
0.1,0.6,58.07
0.1,0.6,58.08
0.1,0.6,58.09
0.1,0.6,58.1
0.1,0.6,58.11
0.1,0.6,58.12
0.1,0.6,58.13
0.1,0.6,58.14
0.1,0.6,58.15
0.1,0.6,58.16
0.1,0.6,58.17
0.1,0.6,58.18
0.1,0.6,58.19
0.1,0.6,58.2
0.1,0.6,58.21
0.1,0.6,58.22
0.1,0.6,58.23
0.1,0.6,58.24
0.1,0.6,58.25
0.1,0.6,58.26
0.1,0.6,58.27
0.1,0.6,58.28
0.1,0.6,58.29
0.1,0.6,58.3
0.1,0.6,58.31
0.1,0.6,58.32
0.1,0.6,58.33
0.1,0.6,58.34
0.1,0.6,58.35
0.1,0.6,58.36
0.1,0.6,58.37
0.1,0.6,58.38
0.1,0.6,58.39
0.1,0.6,58.4
0.1,0.6,58.41
0.1,0.6,58.42
0.1,0.6,58.43
0.1,0.6,58.44
0.1,0.6,58.45
0.1,0.6,58.46
0.1,0.6,58.47
0.1,0.6,58.48
0.1,0.6,58.49
0.1,0.6,58.5
0.1,0.6,58.51
0.1,0.6,58.52
0.1,0.6,58.53
0.1,0.6,58.54
0.1,0.6,58.55
0.1,0.6,58.56
0.1,0.6,58.57
0.1,0.6,58.58
0.1,0.6,58.59
0.1,0.6,58.6
0.1,0.6,58.61
0.1,0.6,58.62
0.1,0.6,58.63
0.1,0.6,58.64
0.1,0.6,58.65
0.1,0.6,58.66
0.1,0.6,58.67
0.1,0.6,58.68
0.1,0.6,58.69
0.1,0.6,58.7
0.1,0.6,58.71
0.1,0.6,58.72
0.1,0.6,58.73
0.1,0.6,58.74
0.1,0.6,58.75
0.1,0.6,58.76
0.1,0.6,58.77
0.1,0.6,58.78
0.1,0.6,58.79
0.1,0.6,58.8
0.1,0.6,58.81
0.1,0.6,58.82
0.1,0.6,58.83
0.1,0.6,58.84
0.1,0.6,58.85
0.1,0.6,58.86
0.1,0.6,58.87
0.1,0.6,58.88
0.1,0.6,58.89
0.1,0.6,58.9
0.1,0.6,58.91
0.1,0.6,58.92
0.1,0.6,58.93
0.1,0.6,58.94
0.1,0.6,58.95
0.1,0.6,58.96
0.1,0.6,58.97
0.1,0.6,58.98
0.1,0.6,58.99
0.1,0.6,59
0.1,0.6,59.01
0.1,0.6,59.02
0.1,0.6,59.03
0.1,0.6,59.04
0.1,0.6,59.05
0.1,0.6,59.06
0.1,0.6,59.07
0.1,0.6,59.08
0.1,0.6,59.09
0.1,0.6,59.1
0.1,0.6,59.11
0.1,0.6,59.12
0.1,0.6,59.13
0.1,0.6,59.14
0.1,0.6,59.15
0.1,0.6,59.16
0.1,0.6,59.17
0.1,0.6,59.18
0.1,0.6,59.19
0.1,0.6,59.2
0.1,0.6,59.21
0.1,0.6,59.22
0.1,0.6,59.23
0.1,0.6,59.24
0.1,0.6,59.25
0.1,0.6,59.26
0.1,0.6,59.27
0.1,0.6,59.28
0.1,0.6,59.29
0.1,0.6,59.3
0.1,0.6,59.31
0.1,0.6,59.32
0.1,0.6,59.33
0.1,0.6,59.34
0.1,0.6,59.35
0.1,0.6,59.36
0.1,0.6,59.37
0.1,0.6,59.38
0.1,0.6,59.39
0.1,0.6,59.4
0.1,0.6,59.41
0.1,0.6,59.42
0.1,0.6,59.43
0.1,0.6,59.44
0.1,0.6,59.45
0.1,0.6,59.46
0.1,0.6,59.47
0.1,0.6,59.48
0.1,0.6,59.49
0.1,0.6,59.5
0.1,0.6,59.51
0.1,0.6,59.52
0.1,0.6,59.53
0.1,0.6,59.54
0.1,0.6,59.55
0.1,0.6,59.56
0.1,0.6,59.57
0.1,0.6,59.58
0.1,0.6,59.59
0.1,0.6,59.6
0.1,0.6,59.61
0.1,0.6,59.62
0.1,0.6,59.63
0.1,0.6,59.64
0.1,0.6,59.65
0.1,0.6,59.66
0.1,0.6,59.67
0.1,0.6,59.68
0.1,0.6,59.69
0.1,0.6,59.7
0.1,0.6,59.71
0.1,0.6,59.72
0.1,0.6,59.73
0.1,0.6,59.74
0.1,0.6,59.75
0.1,0.6,59.76
0.1,0.6,59.77
0.1,0.6,59.78
0.1,0.6,59.79
0.1,0.6,59.8
0.1,0.6,59.81
0.1,0.6,59.82
0.1,0.6,59.83
0.1,0.6,59.84
0.1,0.6,59.85
0.1,0.6,59.86
0.1,0.6,59.87
0.1,0.6,59.88
0.1,0.6,59.89
0.1,0.6,59.9
0.1,0.6,59.91
0.1,0.6,59.92
0.1,0.6,59.93
0.1,0.6,59.94
0.1,0.6,59.95
0.1,0.6,59.96
0.1,0.6,59.97
0.1,0.6,59.98
0.1,0.6,59.99
0.1,0.6,60
0.1,0.6,60.01
0.1,0.6,60.02
0.1,0.6,60.03
0.1,0.6,60.04
0.1,0.6,60.05
0.1,0.6,60.06
0.1,0.6,60.07
0.1,0.6,60.08
0.1,0.6,60.09
0.1,0.6,60.1
0.1,0.6,60.11
0.1,0.6,60.12
0.1,0.6,60.13
0.1,0.6,60.14
0.1,0.6,60.15
0.1,0.6,60.16
0.1,0.6,60.17
0.1,0.6,60.18
0.1,0.6,60.19
0.1,0.6,60.2
0.1,0.6,60.21
0.1,0.6,60.22
0.1,0.6,60.23
0.1,0.6,60.24
0.1,0.6,60.25
0.1,0.6,60.26
0.1,0.6,60.27
0.1,0.6,60.28
0.1,0.6,60.29
0.1,0.6,60.3
0.1,0.6,60.31
0.1,0.6,60.32
0.1,0.6,60.33
0.1,0.6,60.34
0.1,0.6,60.35
0.1,0.6,60.36
0.1,0.6,60.37
0.1,0.6,60.38
0.1,0.6,60.39
0.1,0.6,60.4
0.1,0.6,60.41
0.1,0.6,60.42
0.1,0.6,60.43
0.1,0.6,60.44
0.1,0.6,60.45
0.1,0.6,60.46
0.1,0.6,60.47
0.1,0.6,60.48
0.1,0.6,60.49
0.1,0.6,60.5
0.1,0.6,60.51
0.1,0.6,60.52
0.1,0.6,60.53
0.1,0.6,60.54
0.1,0.6,60.55
0.1,0.6,60.56
0.1,0.6,60.57
0.1,0.6,60.58
0.1,0.6,60.59
0.1,0.6,60.6
0.1,0.6,60.61
0.1,0.6,60.62
0.1,0.6,60.63
0.1,0.6,60.64
0.1,0.6,60.65
0.1,0.6,60.66
0.1,0.6,60.67
0.1,0.6,60.68
0.1,0.6,60.69
0.1,0.6,60.7
0.1,0.6,60.71
0.1,0.6,60.72
0.1,0.6,60.73
0.1,0.6,60.74
0.1,0.6,60.75
0.1,0.6,60.76
0.1,0.6,60.77
0.1,0.6,60.78
0.1,0.6,60.79
0.1,0.6,60.8
0.1,0.6,60.81
0.1,0.6,60.82
0.1,0.6,60.83
0.1,0.6,60.84
0.1,0.6,60.85
0.1,0.6,60.86
0.1,0.6,60.87
0.1,0.6,60.88
0.1,0.6,60.89
0.1,0.6,60.9
0.1,0.6,60.91
0.1,0.6,60.92
0.1,0.6,60.93
0.1,0.6,60.94
0.1,0.6,60.95
0.1,0.6,60.96
0.1,0.6,60.97
0.1,0.6,60.98
0.1,0.6,60.99
0.1,0.6,61
0.1,0.6,61.01
0.1,0.6,61.02
0.1,0.6,61.03
0.1,0.6,61.04
0.1,0.6,61.05
0.1,0.6,61.06
0.1,0.6,61.07
0.1,0.6,61.08
0.1,0.6,61.09
0.1,0.6,61.1
0.1,0.6,61.11
0.1,0.6,61.12
0.1,0.6,61.13
0.1,0.6,61.14
0.1,0.6,61.15
0.1,0.6,61.16
0.1,0.6,61.17
0.1,0.6,61.18
0.1,0.6,61.19
0.1,0.6,61.2
0.1,0.6,61.21
0.1,0.6,61.22
0.1,0.6,61.23
0.1,0.6,61.24
0.1,0.6,61.25
0.1,0.6,61.26
0.1,0.6,61.27
0.1,0.6,61.28
0.1,0.6,61.29
0.1,0.6,61.3
0.1,0.6,61.31
0.1,0.6,61.32
0.1,0.6,61.33
0.1,0.6,61.34
0.1,0.6,61.35
0.1,0.6,61.36
0.1,0.6,61.37
0.1,0.6,61.38
0.1,0.6,61.39
0.1,0.6,61.4
0.1,0.6,61.41
0.1,0.6,61.42
0.1,0.6,61.43
0.1,0.6,61.44
0.1,0.6,61.45
0.1,0.6,61.46
0.1,0.6,61.47
0.1,0.6,61.48
0.1,0.6,61.49
0.1,0.6,61.5
0.1,0.6,61.51
0.1,0.6,61.52
0.1,0.6,61.53
0.1,0.6,61.54
0.1,0.6,61.55
0.1,0.6,61.56
0.1,0.6,61.57
0.1,0.6,61.58
0.1,0.6,61.59
0.1,0.6,61.6
0.1,0.6,61.61
0.1,0.6,61.62
0.1,0.6,61.63
0.1,0.6,61.64
0.1,0.6,61.65
0.1,0.6,61.66
0.1,0.6,61.67
0.1,0.6,61.68
0.1,0.6,61.69
0.1,0.6,61.7
0.1,0.6,61.71
0.1,0.6,61.72
0.1,0.6,61.73
0.1,0.6,61.74
0.1,0.6,61.75
0.1,0.6,61.76
0.1,0.6,61.77
0.1,0.6,61.78
0.1,0.6,61.79
0.1,0.6,61.8
0.1,0.6,61.81
0.1,0.6,61.82
0.1,0.6,61.83
0.1,0.6,61.84
0.1,0.6,61.85
0.1,0.6,61.86
0.1,0.6,61.87
0.1,0.6,61.88
0.1,0.6,61.89
0.1,0.6,61.9
0.1,0.6,61.91
0.1,0.6,61.92
0.1,0.6,61.93
0.1,0.6,61.94
0.1,0.6,61.95
0.1,0.6,61.96
0.1,0.6,61.97
0.1,0.6,61.98
0.1,0.6,61.99
0.1,0.6,62
0.1,0.6,62.01
0.1,0.6,62.02
0.1,0.6,62.03
0.1,0.6,62.04
0.1,0.6,62.05
0.1,0.6,62.06
0.1,0.6,62.07
0.1,0.6,62.08
0.1,0.6,62.09
0.1,0.6,62.1
0.1,0.6,62.11
0.1,0.6,62.12
0.1,0.6,62.13
0.1,0.6,62.14
0.1,0.6,62.15
0.1,0.6,62.16
0.1,0.6,62.17
0.1,0.6,62.18
0.1,0.6,62.19
0.1,0.6,62.2
0.1,0.6,62.21
0.1,0.6,62.22
0.1,0.6,62.23
0.1,0.6,62.24
0.1,0.6,62.25
0.1,0.6,62.26
0.1,0.6,62.27
0.1,0.6,62.28
0.1,0.6,62.29
0.1,0.6,62.3
0.1,0.6,62.31
0.1,0.6,62.32
0.1,0.6,62.33
0.1,0.6,62.34
0.1,0.6,62.35
0.1,0.6,62.36
0.1,0.6,62.37
0.1,0.6,62.38
0.1,0.6,62.39
0.1,0.6,62.4
0.1,0.6,62.41
0.1,0.6,62.42
0.1,0.6,62.43
0.1,0.6,62.44
0.1,0.6,62.45
0.1,0.6,62.46
0.1,0.6,62.47
0.1,0.6,62.48
0.1,0.6,62.49
0.1,0.6,62.5
0.1,0.6,62.51
0.1,0.6,62.52
0.1,0.6,62.53
0.1,0.6,62.54
0.1,0.6,62.55
0.1,0.6,62.56
0.1,0.6,62.57
0.1,0.6,62.58
0.1,0.6,62.59
0.1,0.6,62.6
0.1,0.6,62.61
0.1,0.6,62.62
0.1,0.6,62.63
0.1,0.6,62.64
0.1,0.6,62.65
